event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,hashtag,tag
132,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"บริเวณถนนกิ่งแก้ว -ลาดกระบัง
กรุงเทพมหานคร","วิพากษ์วิจารณ์การทำงานของ พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี 

https://news.thaipbs.or.th/content/297721",เรียกร้องให้ลาออกจากตำแหน่งนายกฯ,2,,
133,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"บริเวณหน้าศูนย์การค้าเดอะมอลล์ บางกะปิ
กรุงเทพมหานคร","ปราศรัยขับไล่นายกรัฐมนตรี และชู 3 นิ้ว ขณะร้องเพลงชาติไทย 

https://siamrath.co.th/n/192172",,,,
134,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"บริเวณด้านหน้าบึงสีไฟ อ.เมือง 
จ.พิจิตร",https://www.innnews.co.th/regional-news/news_804244/,"3 ข้อเรียกร้อง คือ 

1.พลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรี และพวก ต้องลาออก 

2. แก้ไขรัฐธรรมนูญ 

3.ไม่ล้มล้างแต่ปฏิรูปให้อยู่ข้างประชาชน","1,2,3,4",,
135,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"บริเวณเขื่อนเรียงหิน หน้าเวทีเต้นแอโรบิก 
จ.ชัยนาท",,,,,
136,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"ใต้สะพานปรีดี 
จ.พระนครศรีอยุธยา",,,,,
137,"การชุมนุม #24ตุลา 

#แรงงานปลดแอก โดยกลุ่มพัฒนาแรงงานสัมพันธ์ตะวันออก กลุ่มคนรักแหลมฉบัง",15,1,2,24-10-2563,"บริเวณลานดิน ข้างศาลาประชาคมอ่าวอุดม ต.ทุ่งสุขลา อ.ศรีราชา 
จ.ชลบุรี","เพื่อเรียกร้องประชาธิปไตย และการขับไล่ นายกรัฐมนตรี เพราะรัฐบาลไม่มีความชอบธรรมในการบริหารประเทศ

https://www.dailynews.co.th/politics/803017",เรียกร้องให้ยุบสภา หยุดคุกคามประชาชน และร่างรัฐธรรมนูญใหม่,"1,2,3",,
138,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"สวนศรีเมือง 
จ.ระยอง",,,,,
139,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"สวนสุขภาพเจ้าพ่อขุนศรี 
จ.บุรีรัมย์",,,,,
140,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"STREET ART ข้างดับเพลิง 
จ.ร้อยเอ็ด",,,,,
141,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"ริมโขงบึงกาฬ
จ.บึงกาฬ",,,,,
142,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"WASHINGTON SQUARE PARK, NEW YORK, USA",,,,,
143,การชุมนุม #24ตุลา,15,1,2,24-10-2563,"ณ Bahnhofsvorplatz, Koln เมืองโคโลญจน์ 
ประเทศเยอรมนี ",,,,,
144,#ม็อบ24ตุลา : แฟลชม็อบประชาธิปไตย,15,1,2,24-10-2563,"สนามหน้าเมือง 
จ.นครศรีธรรมราช","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล",,"1,2,3",,
145,#ม็อบ24ตุลา : #อุดรธานีมีงานบุญบอกต่อด้วย โดยกลุ่มคณะราษฎรอุดรธานี,15,1,2,24-10-2563,"ทุ่งศรีเมือง 
จ.อุดรธานี",เรียกร้องให้พลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ลาออกจากตำแหน่งและปล่อยนักกิจกรรมทางเมือง,,"1,2",,
146,#ม็อบ24ตุลา : #ชุมแพจะไม่ทน,15,1,2,24-10-2563,"สวนสุขภาพโสกน้ำใส 
จ.ขอนแก่น",เรียกร้องกดดันให้พลเอกประยุทธ์ จันทร์โอชาลาออกจากการเป็นนายกรัฐมนตรี,,"1,2",,
147,กิจกรรม บัณฑิตธรรมศาสตร์ของราษฎร โดยกลุ่มศิลปะปลดแอก - Freearts ร่วมกับกลุ่มบัณฑิตธรรมศาสตร์ของคณะราษฎร,15,1,2,24-10-2563,"หน้าตึกคณะพาณิชยศาสตร์และการบัญชี มหาวิทยาลัยธรรมศาสตร์ ท่าพระจันทร์ 
กรุงเทพมหานคร",เชิญชวนให้บัณฑิตมหาวิทยาลัยธรรมศาสตร์ร่วมกันแสดงสัญลักษณ์โดยการร่วมกันไม่เข้ารับปริญญาในวันรับจริง  ,,,,
148,ม็อบเสื้อเหลือง #24ตุลา,5,2,2,24-10-2563,"บริเวณสะพานนริศ ริมแม่น้ำตาปี เขตเทศบาลนครสุราษฎร์ธานี
จ.สุราษฎร์ธานี","แสดงจุดยืนปกป้องสถาบันพระมหากษัตริย์

https://www.thairath.co.th/news/local/south/1960920",,,,
149,#ม็อบ25ตุลา : ราชประสงค์,15,1,2,25-10-2563,"แยกราชประสงค์
กรุงเทพมหานคร","ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,เรียกร้องแก้ไขรัฐธรรมนูญ, ปฏิรูปสถาบันกษัตริย์",,"1,2,3,4",,
150,#ม็อบ25ตุลา : #ทวงคืนเสื้อเหลืองคืนราษฎร โดยกลุ่ม Trang against dictatorship และ กลุ่มคนตรังไม่เอาเผด็จการ,15,1,2,25-10-2563,"ตลาดเซ็นเตอร์พ้อย 
จ.ตรัง",เพื่อแสดงออกและทวงคืนเสื้อสีเหลือง เพื่อไม่ให้ใครกลุ่มใดกลุ่มหนึ่งผูกขาดความรัก ชาติโดยแอบอ้างสถาบันกษัตริย์​ผ่านเสื้อสีเหลืองอีกต่อไป,"พวกเรากลุ่มตรัง trang against dictatorship และกลุ่มคนตรังไม่เอาเผด็จการ จึงขอยื่นข้อเรียกร้องเพื่อหาทางออกให้กับประเทศดังนี้

1 พลเอก ประยุทธ์  จันทร์โอชา ต้องลาออกจากตำแหน่งนายกรัฐมนตรีและเปิดทางให้มีการแก้ไขรัฐธรรมนูญ โดยให้มีการเลือกตั้งสภาร่างรัฐธรรมนูญและประกาศยุบสภา

2 ต้องมีการร่างรัฐธรรมนูญใหม่ทั้งฉบับที่มาจากประชาชนอย่างแท้จริง
3 ปฏิรูปสถาบันกษัตริย์ให้อยู่ภายใต้รัฐธรรมนูญอย่างแท้จริง

4 ขอให้พรรคประชาธิปัตย์ถอนตัวออกจากพรรคร่วมรัฐบาลเนื่องจากการเลือกตั้งที่ผ่านมาพรรคประชาธิปัตย์ได้ประกาศหาเสียงไว้กับพี่น้องประชาชนทั่วประเทศว่า  จะไม่ร่วมรัฐบาลกับพรรคพลังประชารัฐและพลเอก ประยุทธ์  จันทร์โอชา และเรียกร้องให้นายชวน หลีกภัย กล่าวขอโทษที่ตระบัดสัตย์ต่อประชาชน

5 ยุติการดำเนินคดี จับกุมคุมขัง และหยุดคุกคามเสรีภาพประชาชนผู้เห็นต่างโดยทันที","1,2,3,4",,
